"mrmr"	"da"	"newDa"	"newDaScores"	"rf"	"MI"	"limma"	"daLFC"	"daRedMrmr"	"random.1"	"random.2"	"random.3"	"random.4"	"random.5"	"random.6"	"random.7"	"random.8"	"random.9"	"random.10"	"relief"	"top-random-1"	"top-random-2"	"top-random-3"	"top-random-4"	"top-random-5"	"top-random-6"	"top-random-7"	"top-random-8"	"top-random-9"	"top-random-10"
"RAD54L.RAD54L"	"ANGPTL6"	"ESR1"	"ESR1"	1	"GABRD"	"GABRD"	"ANLN"	"GABRD"	"GABRD"	"ISX"	"MT1L"	"GCGR"	"HGFAC"	"FAM99B"	"MOGAT2"	"ADH4"	"DLGAP5"	"MYO18B"	"SERTM2"	"INS.IGF2"	"VEGFA"	"TNF"	"ESR1"	"IL6"	"APOE"	"AKT1"	"IL6"	"ESR1"	"AKT1"	"TP53"
"ADRA1A"	"GABRD"	"HOXA13"	"GYS2"	1	"ANGPTL6"	"MELK"	"MARCO"	"BUB1B"	"RSPO3"	"RAD54L"	"KIF2C"	"FCN2"	"NDST3"	"TOP2A"	"IGF2"	"TTC36"	"AL021328.1"	"OIT3"	"CHRM2"	"GDF2"	"TGFB1"	"VEGFA"	"TGFB1"	"APOE"	"VEGFA"	"TP53"	"VEGFA"	"EGFR"	"EGFR"	"TNF"
"ESR1"	"MT1M"	"GYS2"	"ADRA1A"	0.977911646586345	"VIPR1"	"VIPR1"	"DEPDC1"	"TOP2A"	"TOP2A"	"AC008549.1"	"RAD54L"	"GPM6A"	"AMD1P4"	"MOGAT2"	"MAGEA1"	"CHST4"	"KIF18A"	"LINC02428"	"AC104809.1"	"CLEC4G"	"AKT1"	"AKT1"	"AKT1"	"VEGFA"	"ESR1"	"IL6"	"MTHFR"	"MTHFR"	"ESR1"	"MTHFR"
"UGT1A4"	"APLN"	"ADRA1A"	"TOP2A"	0.961406855221718	"PTH1R"	"ANGPTL6"	"ZIC2"	"ANGPTL6"	"ESR1"	"ITLN1"	"LINC02428"	"DIRAS3"	"LINC00844"	"MT1L"	"HOXA13"	"LINC02428"	"ADRA1A"	"MFSD2A"	"CLEC4G"	"CLEC4M"	"APOE"	"MTHFR"	"IL6"	"AKT1"	"IL6"	"MTHFR"	"EGFR"	"TP53"	"TGFB1"	"IL6"
"TOP2A"	"COL9A1"	"TOP2A"	"HOXA13"	0.946808510638298	"GDF2"	"NTF3"	"ASPM"	"ESR1"	"GYS2"	"AL021328.1"	"PVALB"	"TM4SF20"	"HEPACAM"	"CHRM2"	"OIT3"	"CKAP2L"	"LINC00844"	"VIPR1"	"DLGAP5"	"FCN2"	"MTHFR"	"TP53"	"EGFR"	"EGFR"	"EGFR"	"TGFB1"	"TNF"	"VEGFA"	"APOE"	"APOE"
"HOXA13"	"CLEC4M"	"RSPO3"	"UGT1A4"	0.897222222222222	"EBF2"	"NDC80"	"PITX1"	"PTH1R"	"ADRA1A"	"DLGAP5"	"LINC01831"	"DBH"	"MYO18B"	"SLC6A19"	"TM4SF20"	"DIRAS3"	"PITX1"	"C9"	"UGT1A4"	"CRHBP"	"TNF"	"ESR1"	"MTHFR"	"TGFB1"	"TP53"	"APOE"	"ESR1"	"TNF"	"MTHFR"	"VEGFA"
"BUB1B"	"NTF3"	"BUB1B"	"GABRD"	0.864316239316239	"STAB2"	"KIF4A"	"SPP2"	"UBE2C"	"ANGPTL6"	"HEPACAM"	"TIMD4"	"IGF2"	"EXO1"	"C14orf180"	"CYP2B6"	"MT1G"	"HGFAC"	"FAM83F"	"ESR1"	"AC104809.1"	"EGFR"	"TGFB1"	"TNF"	"MTHFR"	"TNF"	"ESR1"	"TGFB1"	"IL6"	"VEGFA"	"EGFR"
"CYP2C8"	"MND1"	"GABRD"	"BUB1B"	0.724413778041442	"FCN2"	"HJURP"	"HMMR"	"DLGAP5"	"BUB1B"	"LINC00844"	"PCK1"	"INS.IGF2"	"KIF18A"	"CPLX2"	"CDKN3"	"THBS4"	"PCK1"	"FREM2"	"RDH16"	"NDST3"	"ESR1"	"APOE"	"VEGFA"	"TP53"	"TGFB1"	"EGFR"	"APOE"	"TGFB1"	"IL6"	"TGFB1"
"DBH"	"FXYD1"	"UGT1A4"	"RSPO3"	0.697600864325227	"CLEC4G"	"TROAP"	"CD5L"	"HJURP"	"UBE2C"	"FCN2"	"CHST4"	"AC104809.1"	"APOF"	"CDC20B"	"CDC20B"	"IQGAP3"	"MT1X"	"SLC6A19"	"GABRD"	"CCBE1"	"TP53"	"EGFR"	"TP53"	"ESR1"	"AKT1"	"VEGFA"	"AKT1"	"AKT1"	"TNF"	"AKT1"
"GABRD"	"HAGLR"	"CYP2C8"	"ANGPTL6"	0.677777777777778	"NDC80"	"NUF2"	"NDC80"	"RSPO3"	"TTC36"	"BUB1"	"C3P1"	"AMD1P4"	"VIPR1"	"LINC00844"	"MELK"	"IGF2"	"FAM99A"	"GPM6A"	"SAA1"	"C14orf180"	"IL6"	"IL6"	"APOE"	"TNF"	"MTHFR"	"TNF"	"TP53"	"APOE"	"TP53"	"ESR1"
